id,item_id,dept_id,cat_id,store_id,state_id,d_1,d_2,d_3,d_4,d_5,d_6,d_7,d_8,d_9,d_10,d_11,d_12,d_13,d_14,d_15,d_16,d_17,d_18,d_19,d_20,d_21,d_22,d_23,d_24,d_25,d_26,d_27,d_28,d_29,d_30,d_31,d_32,d_33,d_34,d_35,d_36,d_37,d_38,d_39,d_40,d_41,d_42,d_43,d_44,d_45,d_46,d_47,d_48,d_49,d_50,d_51,d_52,d_53,d_54,d_55,d_56,d_57,d_58,d_59,d_60,d_61,d_62,d_63,d_64,d_65,d_66,d_67,d_68,d_69,d_70,d_71,d_72,d_73,d_74,d_75,d_76,d_77,d_78,d_79,d_80,d_81,d_82,d_83,d_84,d_85,d_86,d_87,d_88,d_89,d_90,d_91,d_92,d_93,d_94,d_95,d_96,d_97,d_98,d_99,d_100,d_101,d_102,d_103,d_104,d_105,d_106,d_107,d_108,d_109,d_110,d_111,d_112,d_113,d_114,d_115,d_116,d_117,d_118,d_119,d_120,d_121,d_122,d_123,d_124,d_125,d_126,d_127,d_128,d_129,d_130,d_131,d_132,d_133,d_134,d_135,d_136,d_137,d_138,d_139,d_140,d_141,d_142,d_143,d_144,d_145,d_146,d_147,d_148,d_149,d_150,d_151,d_152,d_153,d_154,d_155,d_156,d_157,d_158,d_159,d_160,d_161,d_162,d_163,d_164,d_165,d_166,d_167,d_168,d_169,d_170,d_171,d_172,d_173,d_174,d_175,d_176,d_177,d_178,d_179,d_180,d_181,d_182,d_183,d_184,d_185,d_186,d_187,d_188,d_189,d_190,d_191,d_192,d_193,d_194,d_195,d_196,d_197,d_198,d_199,d_200,d_201,d_202,d_203,d_204,d_205,d_206,d_207,d_208,d_209,d_210,d_211,d_212,d_213,d_214,d_215,d_216,d_217,d_218,d_219,d_220,d_221,d_222,d_223,d_224,d_225,d_226,d_227,d_228,d_229,d_230,d_231,d_232,d_233,d_234,d_235,d_236,d_237,d_238,d_239,d_240,d_241,d_242,d_243,d_244,d_245,d_246,d_247,d_248,d_249,d_250,d_251,d_252,d_253,d_254,d_255,d_256,d_257,d_258,d_259,d_260,d_261,d_262,d_263,d_264,d_265,d_266,d_267,d_268,d_269,d_270,d_271,d_272,d_273,d_274,d_275,d_276,d_277,d_278,d_279,d_280,d_281,d_282,d_283,d_284,d_285,d_286,d_287,d_288,d_289,d_290,d_291,d_292,d_293,d_294,d_295,d_296,d_297,d_298,d_299,d_300,d_301,d_302,d_303,d_304,d_305,d_306,d_307,d_308,d_309,d_310,d_311,d_312,d_313,d_314,d_315,d_316,d_317,d_318,d_319,d_320,d_321,d_322,d_323,d_324,d_325,d_326,d_327,d_328,d_329,d_330,d_331,d_332,d_333,d_334,d_335,d_336,d_337,d_338,d_339,d_340,d_341,d_342,d_343,d_344,d_345,d_346,d_347,d_348,d_349,d_350,d_351,d_352,d_353,d_354,d_355,d_356,d_357,d_358,d_359,d_360,d_361,d_362,d_363,d_364,d_365
HOUSEHOLD_3_006_CA_1_validation,HOUSEHOLD_3_006,HOUSEHOLD_3,HOUSEHOLD,CA_1,CA,3,2,5,5,5,4,5,3,5,7,10,6,5,4,3,4,4,4,7,4,3,3,5,6,4,5,4,5,3,3,5,7,3,5,3,4,3,4,8,5,4,5,3,3,5,8,8,4,3,4,4,4,8,5,3,5,5,5,3,6,6,7,4,3,4,7,9,7,5,2,4,4,5,8,6,4,5,4,4,6,6,5,6,4,5,2,2,8,6,5,6,3,4,7,5,6,3,7,2,5,4,6,8,4,5,5,4,7,7,7,4,6,5,4,7,6,8,7,3,5,4,5,6,8,5,4,5,4,5,8,7,3,4,3,3,6,6,8,3,4,4,3,6,5,7,6,5,5,5,6,6,6,5,4,5,5,4,6,5,6,6,5,3,5,5,5,6,6,4,4,7,5,6,8,4,4,4,3,8,7,6,5,4,4,5,6,6,4,5,5,4,9,6,9,5,5,5,4,5,6,4,6,6,6,5,7,8,8,7,5,4,4,7,7,9,8,6,5,5,5,7,6,6,5,5,5,5,7,8,5,5,4,4,9,7,6,7,6,5,3,5,6,8,7,6,7,4,6,8,7,6,4,3,3,7,7,6,5,7,4,5,7,11,8,4,6,5,6,8,10,12,6,7,4,5,6,9,8,3,5,5,2,6,10,10,5,7,6,2,7,9,10,6,7,4,3,6,11,9,9,4,6,5,6,10,8,7,6,6,5,9,8,11,5,4,4,6,6,11,7,7,6,4,3,7,8,9,4,5,5,2,8,7,11,5,5,4,6,8,11,8,6,4,4,5,7,12,5,7,5,5,5,7,7,6,6,4,5,5,3,13,8,3,6,5
HOUSEHOLD_3_007_CA_1_validation,HOUSEHOLD_3_007,HOUSEHOLD_3,HOUSEHOLD,CA_1,CA,22,16,20,32,39,23,18,13,16,25,28,19,18,25,24,14,27,23,37,23,24,12,20,24,36,34,22,17,22,17,20,25,20,20,24,20,16,29,26,30,22,23,13,15,16,30,37,20,18,23,22,24,36,23,29,29,21,10,22,36,27,29,23,17,18,21,31,27,29,30,14,11,24,23,31,27,27,20,18,15,33,31,26,18,18,13,14,26,21,25,19,18,15,9,43,25,22,15,24,19,22,31,42,23,21,16,12,25,36,38,13,17,18,19,26,33,34,20,26,22,18,35,45,38,9,29,24,27,34,45,37,31,31,22,13,25,37,33,18,15,18,23,36,41,39,24,14,19,19,25,35,35,29,21,13,18,28,44,29,28,24,21,24,24,31,33,22,25,18,21,27,37,30,24,23,22,20,38,29,33,17,25,17,19,26,38,30,23,30,23,18,27,48,32,22,20,19,18,21,28,28,29,21,21,26,36,35,30,21,27,21,19,24,31,36,19,28,20,20,21,37,32,26,31,23,18,25,42,44,28,27,25,27,18,43,42,19,20,19,18,27,40,41,33,20,19,27,34,39,39,27,27,21,23,21,33,31,25,20,21,15,33,38,23,23,26,21,19,30,41,25,31,21,23,22,27,31,34,37,18,32,21,31,30,31,25,20,23,20,42,30,37,29,20,27,20,15,45,28,22,29,22,27,39,34,43,24,37,21,27,37,42,32,28,14,25,24,32,16,28,24,27,26,22,36,32,42,31,28,23,31,35,33,40,33,23,30,25,17,43,35,32,31,26,31,31,46,44,29,30,22,21,24,43,41,36,31,23,18,35,51,44,36,25,23
HOUSEHOLD_3_008_CA_1_validation,HOUSEHOLD_3_008,HOUSEHOLD_3,HOUSEHOLD,CA_1,CA,10,15,12,20,20,16,12,11,12,17,18,16,18,13,7,15,14,21,21,10,12,16,14,15,24,23,17,10,17,11,17,20,21,12,13,13,15,20,26,23,21,13,12,12,17,15,21,17,13,8,12,12,23,21,16,11,16,13,14,24,21,21,12,10,13,21,32,35,11,14,10,12,26,18,20,14,11,18,8,17,23,20,15,19,7,14,19,24,17,20,18,11,9,13,24,21,15,20,12,13,17,32,12,15,16,13,9,18,15,24,15,13,17,10,12,19,30,13,16,16,10,15,24,22,21,12,13,21,11,14,15,20,13,13,10,22,17,19,13,7,13,13,15,22,21,16,12,11,13,13,23,29,17,9,15,16,16,22,18,15,13,16,18,19,16,34,19,18,14,14,17,29,20,19,18,18,17,15,32,26,18,17,14,12,18,31,23,18,16,13,8,22,28,23,14,22,14,15,16,18,26,12,16,16,11,14,21,20,12,12,15,20,24,26,29,22,15,16,17,24,31,18,22,22,20,11,14,28,31,19,15,15,17,19,28,23,15,13,17,6,22,25,28,20,16,12,11,17,30,32,19,14,14,13,24,23,24,23,15,17,17,21,36,32,19,14,13,15,16,28,33,19,17,19,16,16,24,34,20,13,15,9,13,32,25,21,21,17,17,22,34,34,20,18,17,15,19,32,23,17,20,19,22,26,31,30,19,19,18,14,21,32,25,22,20,19,21,19,36,28,23,20,19,13,25,19,36,21,22,19,16,19,23,30,22,20,16,17,20,24,24,19,23,12,16,24,39,23,15,20,17,15,24,33,30,21,23,17,16,25,21,29,19,13,18
HOUSEHOLD_3_009_CA_1_validation,HOUSEHOLD_3_009,HOUSEHOLD_3,HOUSEHOLD,CA_1,CA,15,13,22,12,21,18,15,9,15,19,22,20,21,14,12,10,19,25,20,13,17,10,17,14,16,15,11,13,11,14,19,20,32,14,13,9,12,18,16,18,16,12,11,14,12,17,21,18,15,12,11,20,25,20,14,14,11,12,15,21,18,17,16,12,10,20,23,19,20,12,8,11,23,21,18,16,17,13,14,17,25,21,14,15,12,9,17,16,23,16,18,12,13,12,17,14,19,13,17,6,23,22,22,13,16,13,10,13,17,23,14,10,15,7,23,32,16,20,16,12,12,20,23,10,23,16,14,11,17,29,23,18,11,13,13,21,21,26,13,15,14,9,18,21,28,15,16,11,14,17,20,35,16,14,17,11,20,26,23,25,13,19,15,22,26,31,16,17,18,12,23,24,17,12,15,17,8,20,29,17,15,17,17,18,17,20,30,15,17,21,16,22,31,25,20,15,18,15,13,26,13,20,15,21,15,23,20,26,15,19,11,14,15,26,33,20,16,7,13,22,23,30,18,20,16,13,18,20,29,16,18,14,11,22,22,22,13,15,15,14,23,26,39,20,10,15,14,18,26,21,19,10,19,10,19,22,25,18,17,19,17,20,28,34,22,16,20,16,16,25,17,10,13,16,15,15,14,32,19,22,21,17,21,24,28,18,15,9,15,25,33,25,15,20,16,14,15,38,29,22,14,16,15,24,34,18,15,19,14,18,20,20,16,21,19,20,16,5,30,18,12,10,9,16,18,19,25,15,21,21,15,28,35,26,26,15,10,11,19,31,20,17,13,14,20,23,25,32,20,18,21,15,26,33,25,14,18,21,18,30,25,30,16,19,21
HOUSEHOLD_3_010_CA_1_validation,HOUSEHOLD_3_010,HOUSEHOLD_3,HOUSEHOLD,CA_1,CA,48,39,55,82,53,48,39,37,36,51,71,58,60,28,50,36,51,68,72,40,38,45,25,53,57,51,33,51,43,34,52,54,57,47,45,45,25,59,45,70,47,54,36,46,42,71,38,59,60,36,41,60,48,55,42,67,52,38,64,74,73,40,58,36,35,62,76,66,59,35,59,37,55,98,57,62,44,36,38,63,87,70,35,52,42,32,61,89,67,61,51,48,39,67,86,79,49,56,48,33,53,66,41,63,77,55,43,52,60,71,63,41,68,30,61,75,69,47,49,41,54,78,69,47,57,51,46,47,76,88,78,62,51,37,56,61,61,54,44,37,52,42,69,94,84,61,52,45,42,67,62,71,47,61,53,63,51,67,73,47,55,46,40,74,49,80,49,58,57,24,59,79,38,58,45,36,39,51,70,76,67,50,58,35,64,113,50,38,64,50,40,48,79,76,58,39,45,40,71,63,76,88,39,41,45,26,57,79,55,63,47,43,54,75,57,56,42,37,40,70,84,86,47,52,66,60,48,65,102,64,51,47,49,68,74,74,52,55,43,35,84,82,103,36,38,55,47,50,102,64,74,53,40,41,84,79,93,77,53,49,44,71,110,59,63,56,33,40,57,98,94,38,61,57,54,69,102,98,41,54,49,43,61,89,59,69,51,61,43,58,70,70,52,60,63,53,67,95,80,62,52,61,24,39,105,78,74,49,71,48,75,80,67,41,65,57,51,53,113,84,72,57,42,60,76,85,89,74,64,35,35,80,77,65,68,45,49,60,49,65,56,53,58,48,67,77,90,105,47,68,52,47,80,83,87,63,62,49,61,42,103,52,55,65,33
FOODS_1_001_CA_2_validation,FOODS_1_001,FOODS_1,FOODS,CA_2,CA,35,29,47,71,58,45,37,23,24,47,55,55,52,40,42,32,36,54,43,52,41,37,39,26,62,38,39,33,38,33,56,49,59,41,24,28,31,54,61,40,39,51,35,30,49,65,48,44,34,39,33,49,48,44,48,36,37,30,53,50,52,47,46,31,46,48,46,58,38,40,35,33,37,70,41,32,40,47,31,52,71,63,39,29,20,32,57,46,62,34,39,41,29,48,54,63,44,38,47,38,40,59,55,43,58,39,20,42,37,52,26,32,25,37,47,64,55,31,43,51,37,43,43,46,47,47,39,40,55,67,49,45,32,37,37,65,45,63,57,46,44,39,61,48,41,44,22,47,44,45,58,57,45,41,42,34,58,68,51,57,29,37,43,42,67,65,37,40,37,32,73,54,71,42,32,39,41,59,84,94,48,35,42,34,60,47,88,54,27,33,43,63,48,69,28,41,48,33,35,67,53,52,34,33,22,53,63,46,48,51,38,39,54,50,86,42,48,46,36,58,69,44,44,37,36,28,64,88,74,60,40,35,32,59,70,61,60,46,34,33,60,81,69,66,57,44,32,39,62,72,66,47,51,37,60,79,38,44,52,44,29,27,63,63,40,45,46,44,28,51,60,55,49,46,36,51,59,74,40,52,44,39,47,51,56,46,23,40,47,61,63,66,44,46,56,48,61,63,75,33,43,48,46,63,75,63,56,37,36,41,58,45,72,59,45,64,35,52,66,65,48,33,39,40,70,104,85,43,40,42,56,55,53,60,59,53,42,47,31,74,79,43,39,27,55,49,77,76,68,45,39,43,72,71,55,36,35,52,39,51,63,70,50,45,57
FOODS_1_002_CA_2_validation,FOODS_1_002,FOODS_1,FOODS,CA_2,CA,10,6,9,13,12,7,7,8,5,10,14,12,7,7,10,5,12,11,14,10,7,5,7,10,13,13,6,8,9,8,7,15,13,10,6,9,4,8,16,13,9,10,9,8,9,10,10,12,6,8,8,13,14,11,8,8,9,8,8,14,14,9,4,7,5,7,16,18,12,4,7,6,7,14,12,7,5,7,7,10,16,13,9,7,5,6,13,16,13,8,11,6,6,10,7,10,9,8,6,11,13,18,12,8,11,8,6,8,13,12,10,8,12,5,12,12,12,11,5,6,7,14,18,16,5,7,6,8,7,17,7,12,10,6,10,10,12,12,9,8,8,6,9,12,17,9,8,11,7,9,11,9,11,5,11,8,10,13,14,9,9,10,8,8,12,8,11,10,7,12,17,14,11,11,7,10,8,12,20,12,9,11,8,11,14,13,8,7,8,9,10,11,12,13,10,12,11,6,12,12,11,13,9,10,9,11,16,14,8,10,7,6,14,13,17,13,8,11,8,11,16,20,13,9,9,6,14,18,15,12,5,7,12,11,17,12,10,13,9,9,12,16,15,6,11,8,12,10,14,21,12,8,9,6,13,13,20,12,11,11,10,10,16,13,16,5,8,8,12,16,14,11,10,10,12,17,17,13,10,7,11,9,13,17,12,9,9,10,9,8,12,14,11,11,9,8,11,17,16,10,8,9,8,13,21,11,14,11,12,8,9,17,19,9,8,11,8,17,18,13,10,9,10,10,13,12,18,11,8,9,11,13,17,11,12,12,6,8,14,17,12,13,8,8,8,17,11,10,12,11,9,9,10,17,16,15,15,9,7,14,16,15,8,11,11
FOODS_1_003_CA_2_validation,FOODS_1_003,FOODS_1,FOODS,CA_2,CA,42,26,37,60,53,48,38,48,23,54,61,39,24,29,44,41,45,55,46,41,34,48,25,50,81,64,33,26,38,35,59,67,50,38,28,37,25,56,68,63,32,38,34,35,53,55,51,49,30,31,35,57,49,78,32,52,46,25,32,71,53,35,54,28,30,43,27,59,36,46,45,37,51,65,50,39,51,44,37,55,62,61,50,23,45,42,42,79,33,48,41,36,36,56,41,71,42,49,44,33,50,64,79,35,38,26,38,44,58,78,38,40,36,34,79,42,68,69,51,40,28,65,78,42,44,32,17,28,53,74,57,60,51,39,36,56,66,44,44,48,51,45,56,86,67,47,56,46,48,40,55,52,50,59,31,45,40,96,43,55,51,46,32,42,85,76,59,54,28,26,46,62,56,52,54,39,33,63,65,65,46,47,33,45,54,59,71,42,38,32,26,60,86,59,42,28,24,46,33,54,69,51,48,43,37,43,61,62,31,38,39,35,52,80,76,66,32,39,50,36,54,58,72,37,53,40,43,112,69,55,51,47,59,77,59,94,44,49,31,50,53,56,83,67,60,30,55,54,103,76,55,47,44,36,45,68,84,38,60,46,48,67,87,69,53,56,35,32,53,78,95,53,67,50,38,72,71,73,39,33,50,52,82,63,90,68,43,58,51,73,108,86,31,52,31,44,60,67,56,48,45,45,44,67,71,89,54,58,43,68,66,102,61,50,47,70,42,50,97,72,53,43,51,53,70,70,58,10,40,43,44,58,122,79,42,57,51,35,65,87,88,36,57,61,62,46,76,72,64,49,41,47,58,88,61,45,64,70,62,61,96,64,63,45,60
FOODS_1_004_CA_2_validation,FOODS_1_004,FOODS_1,FOODS,CA_2,CA,6,4,7,6,6,8,2,5,3,5,10,7,9,6,4,5,8,9,7,4,5,6,4,6,10,8,4,5,6,4,8,11,6,5,6,3,4,7,7,9,5,4,6,6,5,6,8,6,4,7,4,5,12,10,5,6,4,5,9,6,7,5,6,5,5,4,6,6,7,4,4,3,7,11,8,9,5,5,4,7,7,6,5,5,4,7,7,9,7,10,4,5,6,7,6,8,7,6,6,7,7,10,4,9,6,4,5,8,11,8,7,5,6,5,7,8,9,5,6,4,4,6,9,7,7,6,6,5,7,13,8,6,7,4,6,7,7,10,6,8,5,5,6,9,8,8,6,6,5,6,10,11,5,6,7,4,9,11,6,8,5,6,6,9,6,12,8,7,6,5,6,6,10,8,6,5,5,6,9,7,7,7,6,5,9,9,11,6,5,4,5,9,8,5,6,4,5,8,6,11,9,7,5,7,6,8,10,11,8,7,6,3,8,10,11,6,6,8,5,5,14,8,5,5,7,7,10,10,7,6,6,6,7,5,8,9,7,6,5,7,8,8,8,8,5,6,5,8,10,7,6,8,9,3,10,11,13,6,8,6,7,12,11,7,9,7,6,8,6,9,11,6,6,8,6,6,11,12,7,8,5,6,5,12,10,5,9,7,5,9,8,8,6,5,7,6,9,4,9,7,7,6,6,8,9,9,7,7,6,5,7,12,11,9,6,4,6,7,10,10,8,8,8,8,8,7,9,10,7,9,5,12,11,9,6,8,4,5,8,6,10,10,7,5,5,9,10,11,7,5,8,7,5,10,12,7,6,6,6,8,11,10,6,5,5
FOODS_1_005_CA_2_validation,FOODS_1_005,FOODS_1,FOODS,CA_2,CA,16,18,10,37,28,30,24,26,15,33,50,37,29,23,19,23,19,32,21,21,25,23,20,29,22,30,22,20,24,17,24,21,31,20,23,17,21,27,48,37,16,17,22,16,11,46,38,28,20,24,18,30,30,44,18,29,22,19,30,42,43,28,19,22,29,37,44,40,30,29,20,15,29,31,27,23,36,23,23,22,23,29,34,25,25,24,26,48,30,34,26,14,18,19,47,35,15,26,20,15,40,39,33,25,17,17,27,27,38,21,20,28,25,30,38,37,39,26,35,29,23,32,50,40,36,14,26,20,41,51,36,36,34,24,33,31,38,43,26,26,31,22,20,42,32,33,29,31,27,38,34,43,40,22,33,20,26,42,43,34,21,26,20,22,33,32,32,32,17,25,24,46,33,23,30,22,22,17,49,44,29,18,31,20,29,60,33,34,29,27,25,35,43,38,38,19,30,27,37,51,38,18,26,20,20,24,38,34,15,31,37,27,31,41,36,30,27,21,32,23,48,38,42,29,24,23,33,33,33,19,22,26,26,20,42,44,29,24,24,22,29,44,58,26,26,26,21,41,22,36,36,26,22,27,40,45,34,34,26,30,32,16,45,26,47,25,30,25,29,36,54,37,39,27,26,33,42,32,32,24,29,26,37,59,41,36,40,34,31,33,47,30,35,30,27,31,27,60,49,32,28,30,33,36,46,42,44,27,27,33,37,56,34,31,38,24,25,38,37,39,33,29,35,34,30,47,48,43,34,29,30,41,37,44,43,28,29,25,19,47,46,30,23,23,30,51,60,32,39,26,25,24,42,56,43,33,33,32,33,27,47,34,33,29,28
FOODS_1_006_CA_2_validation,FOODS_1_006,FOODS_1,FOODS,CA_2,CA,11,17,21,28,17,14,14,16,13,15,19,26,17,14,13,15,14,23,21,12,14,20,10,18,13,20,12,13,15,10,19,19,15,19,12,12,11,19,23,20,14,14,15,13,22,26,26,21,15,16,14,23,15,20,18,16,14,9,17,27,20,17,21,13,13,19,25,22,18,11,14,10,19,26,21,13,14,19,17,16,21,21,21,10,13,15,20,22,21,18,14,11,13,19,14,24,20,14,13,11,18,21,29,18,9,16,19,21,30,26,21,19,18,15,12,19,18,8,14,19,10,22,27,24,22,16,19,13,21,24,19,13,18,19,15,22,17,25,10,12,19,14,20,28,27,17,17,15,10,18,27,22,17,19,16,15,13,28,18,18,13,18,20,19,25,29,20,16,17,21,17,23,28,26,17,10,16,18,28,17,13,15,21,10,19,18,26,19,12,20,9,27,34,26,22,16,11,16,14,26,18,22,18,18,16,29,32,33,15,15,8,14,21,29,22,22,19,14,12,21,27,22,18,12,18,17,21,31,26,26,13,17,18,28,32,20,13,17,18,18,17,31,11,16,20,12,12,19,28,20,19,16,20,14,22,29,23,23,21,15,17,18,31,27,18,19,19,20,24,33,36,16,22,14,13,22,24,22,20,17,15,13,28,21,25,25,21,18,14,22,22,25,19,17,14,10,28,35,31,22,19,15,14,29,39,26,20,21,18,17,22,23,25,20,9,18,24,21,29,22,16,17,20,16,21,32,28,22,23,21,22,17,34,36,14,19,16,17,28,21,29,19,23,19,16,20,46,29,15,16,19,14,20,36,33,19,24,15,23,26,32,26,19,10,17
FOODS_1_007_CA_2_validation,FOODS_1_007,FOODS_1,FOODS,CA_2,CA,33,29,37,61,33,30,26,28,28,42,46,37,47,47,31,24,50,35,43,30,24,28,23,39,50,40,33,30,35,27,46,56,52,46,25,27,39,37,22,45,37,15,39,25,42,48,35,28,26,37,28,36,41,59,47,41,34,31,30,49,41,23,40,27,36,48,58,54,32,46,32,31,35,42,53,39,28,22,22,51,46,45,48,26,27,25,55,74,56,44,30,45,32,49,52,47,51,38,42,32,35,47,51,33,27,40,27,43,57,44,50,27,34,32,42,40,59,44,30,38,33,32,45,62,41,31,27,28,39,45,33,48,42,25,32,35,52,48,36,50,30,26,37,67,34,33,46,35,33,63,59,44,38,28,42,36,54,70,48,32,36,28,33,54,55,54,40,42,30,18,49,68,58,35,28,38,33,44,78,43,55,37,22,31,54,53,38,40,31,38,38,36,50,62,34,29,27,35,48,50,54,54,30,21,36,45,50,62,49,21,31,49,52,67,68,42,44,41,37,43,61,49,42,29,30,32,38,54,54,46,46,33,43,56,66,57,46,48,45,43,48,67,71,38,36,37,41,56,58,39,45,32,26,26,51,78,57,45,49,25,38,48,68,51,37,40,50,41,43,45,38,56,32,35,45,33,81,55,34,38,32,39,42,38,55,32,42,29,32,51,60,61,51,31,38,12,52,59,47,48,50,35,29,51,46,51,56,41,24,23,52,75,40,50,52,53,39,55,37,85,40,33,37,48,73,66,72,46,33,51,32,66,82,68,63,60,38,31,32,95,55,57,36,52,32,39,63,54,52,42,45,35,45,58,86,49,25,36,38,71,80,50,70,42,50
FOODS_1_008_CA_2_validation,FOODS_1_008,FOODS_1,FOODS,CA_2,CA,7,8,12,14,13,12,8,8,7,12,18,15,10,11,11,9,16,16,15,8,6,9,10,13,18,13,11,10,6,12,15,18,18,10,11,8,9,8,15,10,8,10,8,9,16,14,14,13,8,8,8,14,10,12,15,3,9,12,17,18,18,9,8,13,8,8,17,14,11,5,4,9,12,15,16,9,10,9,11,8,14,18,9,10,13,9,18,21,13,8,9,10,10,14,13,13,13,15,8,9,12,17,11,12,13,6,11,10,17,17,13,10,11,7,15,15,16,11,14,11,11,15,16,16,12,12,9,8,16,20,13,17,9,10,12,16,15,17,11,12,10,9,11,21,13,16,10,11,13,12,19,18,10,11,12,13,12,19,16,13,10,10,13,14,18,13,15,13,11,14,12,14,16,10,12,11,12,12,19,17,15,9,9,9,11,20,19,15,11,10,8,18,17,14,15,11,8,8,14,14,16,10,9,10,10,15,22,14,16,18,10,6,9,16,14,13,13,8,10,13,26,12,11,12,9,13,11,15,21,10,14,10,9,13,14,20,13,14,14,12,10,15,20,13,13,11,10,17,12,16,13,12,8,8,13,19,23,11,11,15,13,11,22,21,14,9,10,9,16,17,17,12,8,18,12,19,15,23,12,14,14,14,15,15,18,15,11,11,7,12,21,21,17,18,15,11,12,18,16,14,15,13,15,17,14,16,15,13,15,11,15,13,15,15,13,13,12,15,16,18,14,16,15,10,14,14,18,13,20,9,11,14,20,17,17,14,14,9,19,18,13,14,13,9,13,13,17,19,17,10,14,6,17,16,16,20,10,12,9,18,22,21,18,12,15
FOODS_1_009_CA_2_validation,FOODS_1_009,FOODS_1,FOODS,CA_2,CA,38,37,49,66,55,53,37,37,47,64,67,52,31,40,43,31,51,60,39,47,45,41,49,48,60,87,35,37,43,46,61,52,81,51,35,34,38,75,69,88,56,32,52,31,46,71,62,56,47,40,51,48,54,68,48,45,47,37,73,71,57,54,43,42,30,43,83,48,47,47,53,35,62,67,36,49,43,45,34,48,86,60,30,49,49,46,48,70,71,59,49,49,34,29,85,53,48,52,43,46,82,78,56,36,51,43,29,69,81,66,73,55,34,50,59,98,79,56,50,33,36,59,52,73,44,42,50,36,62,74,53,61,55,53,57,52,44,59,62,46,32,27,74,82,61,72,72,54,48,64,86,95,42,44,44,47,76,80,77,60,48,41,43,51,65,74,48,66,47,54,44,57,68,64,43,45,51,54,64,80,40,45,47,48,69,91,66,65,54,53,38,68,74,72,56,70,38,54,77,89,64,73,46,53,45,56,86,99,58,69,45,45,46,69,69,52,40,40,42,76,55,42,36,42,53,41,57,72,45,66,64,44,46,63,62,67,77,51,50,39,57,90,61,75,34,42,32,79,79,70,62,66,51,56,59,65,78,49,59,45,45,35,79,71,71,61,49,31,58,100,72,45,64,33,45,71,84,57,47,45,57,48,59,89,65,67,58,48,45,60,99,80,56,43,56,52,58,76,75,45,54,34,35,59,73,85,63,69,52,50,50,64,79,61,57,64,37,89,59,84,45,62,36,22,68,83,96,61,46,46,80,55,94,86,68,60,49,31,69,86,82,68,50,45,58,63,78,71,69,53,76,50,51,79,91,54,55,63,61,61,83,82,79,44,57
FOODS_1_010_CA_2_validation,FOODS_1_010,FOODS_1,FOODS,CA_2,CA,14,12,17,29,19,19,20,13,15,17,28,15,11,14,12,12,18,27,20,14,14,12,11,12,24,20,20,11,13,19,15,23,17,12,20,15,14,12,26,28,21,18,11,15,22,15,17,20,18,10,16,20,28,20,20,18,14,14,17,33,22,14,13,15,16,14,34,25,19,16,15,14,24,25,27,16,17,13,18,16,24,22,17,18,14,18,16,26,20,20,16,15,18,17,29,20,19,12,13,14,28,26,32,19,15,20,16,18,28,23,11,20,19,20,22,25,28,22,22,16,14,17,29,17,22,19,18,15,27,31,21,16,14,18,12,25,34,20,18,17,19,20,14,25,23,14,15,17,14,14,43,26,20,13,17,15,13,21,29,27,19,20,15,21,33,34,24,14,16,16,20,30,30,23,24,15,11,23,38,23,22,20,17,16,18,15,20,18,22,16,14,18,32,33,24,20,12,15,31,34,18,20,19,14,8,22,24,22,19,18,17,13,21,18,28,8,17,20,13,26,35,9,20,7,17,16,11,40,28,17,24,11,12,12,39,29,23,20,19,17,24,30,24,20,20,18,11,17,36,25,23,14,12,14,22,25,34,22,26,19,8,28,20,29,18,27,23,14,23,31,32,21,15,15,17,29,32,23,24,18,21,26,22,35,24,21,19,17,26,22,34,17,23,24,16,8,24,30,32,30,18,15,13,25,34,25,25,21,19,14,22,16,30,22,20,20,19,24,31,20,19,20,16,21,21,32,29,25,23,21,10,30,41,26,23,16,11,15,22,29,23,19,20,16,20,28,47,36,24,18,20,19,22,37,21,21,23,18,17,24,26,37,18,22,21
